"Id1","Id2","McdFullName1","McdFullName2","Lv3Name1","Lv3Name2","PolyId1","PolyId2","Cou1Name1","Cou1Name2","Length"
"0558124000","0558182400","Washington township","Waynesboro borough","","",1,1,"Franklin","Franklin",18972.4691379953
"0090888000","0093565600","Broad Top township","Hopewell township","","",1,1,"Bedford","Bedford",18970.3180152843
"1232932800","1234827200","Glade township","Mead township","","",1,1,"Warren","Warren",18968.6015459756
"1050010800","1057407200","Abbott township","Stewardson township","","",1,1,"Potter","Potter",18928.5691664533
"1254740000","1258251200","Marianna borough","West Bethlehem township","","",1,1,"Washington","Washington",18901.0790272519
"1050010800","1058256800","Abbott township","West Branch township","","",1,1,"Potter","Potter",18891.9974327902
"0752122400","0757837600","East Hanover township","Union township","","",1,1,"Lebanon","Lebanon",18887.653054951
"1193295200","1194296000","Hartley township","Lewis township","","",1,1,"Union","Union",18721.2614163713
"0093857600","1110087600","Juniata township","Allegheny township","","",1,1,"Bedford","Somerset",18639.2694115259
"0715884000","0716344000","Penn township","Rapho township","","",1,1,"Lancaster","Lancaster",18568.9751942771
"0273196000","1193295200","Haines township","Hartley township","","",1,1,"Centre","Union",18559.2662081301
"0013214400","0016361600","Hamilton township","Reading township","","",1,1,"Adams","Adams",18541.6567544165
"0835563200","0836930400","Norwich township","Sergeant township","","",1,1,"McKean","McKean",18462.3646676282
"1331970400","1338105600","Dover township","Warrington township","","",1,1,"York","York",18444.7128035878
"1194296000","1198264000","Lewis township","West Buffalo township","","",1,2,"Union","Union",18300.0170015768
"0111069600","0115391600","Caernarvon township","New Morgan borough","","",1,1,"Berks","Berks",18230.4970006901
"1334487200","1335856000","Lower Chanceford township","Peach Bottom township","","",1,1,"York","York",18177.9978992376
"0812835200","0816164000","Gamble township","Plunketts Creek township","","",1,1,"Lycoming","Lycoming",18128.9093726144
"1113803200","1294324000","Jenner township","Ligonier township","","",1,1,"Somerset","Westmoreland",18093.1185647627
"0870830400","0875672000","Bratton township","Oliver township","","",1,1,"Mifflin","Mifflin",18082.2066004776
"0491573600","0497304800","Conneaut township","Springfield township","","",1,1,"Erie","Erie",18060.7310999277
"1216456800","1216556000","Richland township","Rockland township","","",1,1,"Venango","Venango",18048.7740804803
"0237033600","0835563200","Shippen township","Norwich township","","",1,1,"Cameron","McKean",17993.853870202
"0253960800","0255896800","Kidder township","Penn Forest township","","",1,1,"Carbon","Carbon",17984.776192823
"0757568000","0757837600","Swatara township","Union township","","",1,1,"Lebanon","Lebanon",17971.2434622034
"1293379200","1297865600","Hempfield township","Unity township","","",1,1,"Westmoreland","Westmoreland",17967.0528298337
"0274936000","0353092800","Miles township","Greene township","","",1,1,"Centre","Clinton",17932.7790592365
"0110600800","0117775200","Bethel township","Tulpehocken township","","",1,1,"Berks","Berks",17919.1799455661
"0611728000","0617040000","Cromwell township","Shirley township","","",1,1,"Huntingdon","Huntingdon",17912.9604498188
"1312675200","1315482400","Forkston township","North Branch township","","",1,1,"Wyoming","Wyoming",17881.334308614
"0654030400","0656036800","Knox township","Pinecreek township","","",1,1,"Jefferson","Jefferson",17876.5415982076
"0811769600","0814618400","Cummings township","McHenry township","","",1,1,"Lycoming","Lycoming",17858.2544075051
"0433280000","0437552800","Harrisburg city","Susquehanna township","","",1,1,"Dauphin","Dauphin",17828.5238766422
"1291896800","1297865600","Derry township","Unity township","","",1,1,"Westmoreland","Westmoreland",17820.1980014851
"0472708800","0473776000","Fox township","Jay township","","",1,1,"Elk","Elk",17787.5546299028
"0831635200","1234827200","Corydon township","Mead township","","",1,1,"McKean","Warren",17787.0033955641
"0512022400","0515546400","Dunbar township","North Union township","","",1,1,"Fayette","Fayette",17777.6451419593
"0011764000","0015164000","Cumberland township","Mount Joy township","","",1,1,"Adams","Adams",17672.0854413614
"1033097600","1271986400","Greene township","Dreher township","","",1,1,"Pike","Wayne",17614.8645472938
"0670456000","0674939200","Beale township","Milford township","","",1,1,"Juniata","Juniata",17541.6908188166
"0470557600","0473776000","Benezette township","Jay township","","",1,1,"Elk","Elk",17495.3662887386
"1191001600","1193913600","Buffalo township","Kelly township","","",1,1,"Union","Union",17452.1342887426
"1030708800","1035772800","Blooming Grove township","Palmyra township","","",1,1,"Pike","Pike",17442.6655317115
"0811487200","0816032800","Cogan House township","Pine township","","",1,1,"Lycoming","Lycoming",17433.5880978934
"0013642400","0017816000","Huntington township","Tyrone township","","",1,1,"Adams","Adams",17427.8634048518
"0514556000","0516390400","Luzerne township","Redstone township","","",1,1,"Fayette","Fayette",17414.9100298668
"0411914400","0417233600","Dickinson township","South Middleton township","","",1,1,"Cumberland","Cumberland",17393.5110700419
"1292460800","1294324000","Fairfield township","Ligonier township","","",1,1,"Westmoreland","Westmoreland",17283.6535339809
"0832289600","0835731200","Eldred township","Otto township","","",1,1,"McKean","McKean",17257.1028680578
"1051644800","1052418400","Coudersport borough","Eulalia township","","",1,1,"Potter","Potter",17225.3675164659
"0814620800","0814635200","McIntyre township","McNett township","","",1,1,"Lycoming","Lycoming",17198.6659623834
"0714381600","0718116800","Lititz borough","Warwick township","","",1,1,"Lancaster","Lancaster",17155.1222330992
"0492260800","0498122400","Edinboro borough","Washington township","","",1,1,"Erie","Erie",17111.5234176091
"0554288800","0554549600","Letterkenny township","Lurgan township","","",1,1,"Franklin","Franklin",17092.9401580805
"0372605600","0377418400","Fishing Creek township","Stillwater borough","","",1,1,"Columbia","Columbia",17092.8798236577
"1211623200","1216254400","Cornplanter township","President township","","",1,1,"Venango","Venango",17059.4117318283
"0331665600","0332922400","Covington township","Girard township","","",1,1,"Clearfield","Clearfield",17001.0438650825
"0334195200","0336019200","Lawrence township","Pike township","","",1,1,"Clearfield","Clearfield",16954.4270010683
"0072733600","0074743200","Franklin township","Marion township","","",1,1,"Beaver","Beaver",16939.8541818842
"0315945600","0316455200","Perry township","Richland township","","",1,1,"Clarion","Clarion",16908.9990900706
"1112316800","1117523200","Elk Lick township","Summit township","","",1,1,"Somerset","Somerset",16865.6849478194
"0473581600","0657163200","Horton township","Snyder township","","",1,1,"Elk","Jefferson",16845.3324002589
"0770200000","0776757600","Allentown city","Salisbury township","","",1,1,"Lehigh","Lehigh",16843.0758428145
"0274745600","0278055200","Marion township","Walker township","","",1,1,"Centre","Centre",16828.6778369727
"0553094400","0557191200","Greene township","Southampton township","","",1,1,"Franklin","Franklin",16792.9298203711
"0474988800","0533801600","Millstone township","Jenks township","","",1,1,"Elk","Forest",16745.8323469406
"0675048000","1098380800","Monroe township","West Perry township","","",1,1,"Juniata","Snyder",16655.1302329749
"0191046400","0191047200","Butler city","Butler township","","",1,1,"Butler","Butler",16646.3773308821
"0091766400","0097188800","Cumberland Valley township","Southampton township","","",1,1,"Bedford","Bedford",16643.4179505315
"1113803200","1113804800","Jenner township","Jennerstown borough","","",1,1,"Somerset","Somerset",16632.2829118072
"1250238400","1258251200","Amwell township","West Bethlehem township","","",1,1,"Washington","Washington",16554.9418513358
"1111556800","1113803200","Conemaugh township","Jenner township","","",1,1,"Somerset","Somerset",16496.4387613907
"0092173600","0570956800","East Providence township","Brush Creek township","","",1,1,"Bedford","Fulton",16454.7417939056
"0554288800","0554888800","Letterkenny township","Metal township","","",1,1,"Franklin","Franklin",16425.7146985162
"0492400000","0494954800","Erie city","Millcreek township","","",1,1,"Erie","Erie",16408.1526944029
"0792475200","0796627200","Fairmount township","Ross township","","",1,1,"Luzerne","Luzerne",16397.7788954284
"0975001600","0978271200","Milton borough","West Chillisquaque township","","",1,1,"Northumberland","Northumberland",16387.758013897
"0897696000","0897777600","Tobyhanna township","Tunkhannock township","","",1,1,"Monroe","Monroe",16376.7696889185
"0610812800","0878178400","Brady township","Wayne township","","",1,1,"Huntingdon","Mifflin",16355.2626196314
"0631035200","1291896800","Burrell township","Derry township","","",1,1,"Indiana","Westmoreland",16259.8239718817
"0276673600","0331845600","Rush township","Decatur township","","",1,1,"Centre","Clearfield",16251.7396121872
"0811156000","0814620800","Cascade township","McIntyre township","","",1,1,"Lycoming","Lycoming",16149.2185738026
"1110087600","1117444000","Allegheny township","Stonycreek township","","",1,1,"Somerset","Somerset",16146.8053956295
"0437388800","0437567200","Steelton borough","Swatara township","","",1,1,"Dauphin","Dauphin",16102.596042928
"1290520800","1298133600","Bell township","Washington township","","",1,1,"Westmoreland","Westmoreland",16055.0682774645
"0516764000","0517306400","Saltlick township","Springfield township","","",1,1,"Fayette","Fayette",16050.8421405142
"0716344000","0718315200","Rapho township","West Hempfield township","","",1,1,"Lancaster","Lancaster",16048.3957515251
"0656192000","0658112000","Polk township","Warsaw township","","",1,1,"Jefferson","Jefferson",16032.4579917864
"0995885600","0996697600","Penn township","Rye township","","",1,1,"Perry","Perry",16005.3815298618
"0271027200","0333878400","Burnside township","Karthaus township","","",1,1,"Centre","Clearfield",15965.2327519818
"0311380800","0314953600","Clarion township","Millcreek township","","",1,1,"Clarion","Clarion",15864.7313359658
"0473824800","0476479200","Johnsonburg borough","Ridgway township","","",1,1,"Elk","Elk",15855.8234717627
"0216360800","0218444800","Reade township","White township","","",1,1,"Cambria","Cambria",15847.4737381396
"0236206400","0237033600","Portage township","Shippen township","","",1,1,"Cameron","Cameron",15820.171807169
"0274308000","0350499200","Liberty township","Beech Creek township","","",1,1,"Centre","Clinton",15753.7829640069
"0553094400","0553172000","Greene township","Guilford township","","",1,1,"Franklin","Franklin",15753.036353063
"0853132800","0853378400","Greenville borough","Hempfield township","","",1,1,"Mercer","Mercer",15726.4574036221
"0830257600","0834309600","Annin township","Liberty township","","",1,1,"McKean","McKean",15717.0512478314
"0354254400","0355574400","Leidy township","Noyes township","","",1,1,"Clinton","Clinton",15673.9599351844
"0434968000","0437921600","Millersburg borough","Upper Paxton township","","",1,1,"Dauphin","Dauphin",15660.4853503769
"0330743200","0334195200","Boggs township","Lawrence township","","",1,1,"Clearfield","Clearfield",15647.7221424036
"0216205600","0217514400","Portage township","Summerhill township","","",1,1,"Cambria","Cambria",15602.939494635
"0353168000","0355574400","Grugan township","Noyes township","","",1,1,"Clinton","Clinton",15598.0917419336
"0750604000","0757568000","Bethel township","Swatara township","","",1,1,"Lebanon","Lebanon",15566.0730926869
"0131176000","0615108000","Catharine township","Morris township","","",1,1,"Blair","Huntingdon",15539.0460572558
"0712068800","0715369600","Earl township","New Holland borough","","",1,1,"Lancaster","Lancaster",15530.4010357724
"0555061600","0555960000","Montgomery township","Peters township","","",1,1,"Franklin","Franklin",15524.5349416759
"0176304800","0176453600","Quakertown borough","Richland township","","",1,1,"Bucks","Bucks",15523.4319447246
"0793337600","0793340800","Hazle township","Hazleton city","","",1,1,"Luzerne","Luzerne",15504.7877652736
"0556320000","0558124000","Quincy township","Washington township","","",1,1,"Franklin","Franklin",15455.0523936808
"1295188800","1297865600","Mount Pleasant township","Unity township","","",1,1,"Westmoreland","Westmoreland",15454.5880934393
"1293379200","1295410400","Hempfield township","New Stanton borough","","",1,1,"Westmoreland","Westmoreland",15415.1288951758
"1030708800","1031927200","Blooming Grove township","Dingman township","","",1,1,"Pike","Pike",15414.7267767873
"0870304000","0871846400","Armagh township","Decatur township","","",1,1,"Mifflin","Mifflin",15408.3425994594
"0352829600","0353168000","Gallagher township","Grugan township","","",1,1,"Clinton","Clinton",15343.7947164888
"0391090400","0396544000","Cambridge township","Rockdale township","","",1,1,"Crawford","Crawford",15343.7142592873
"0351264000","0354254400","Chapman township","Leidy township","","",1,1,"Clinton","Clinton",15306.1805017947
"0276673600","0277616800","Rush township","Taylor township","","",1,1,"Centre","Centre",15293.6879845628
"0474988800","0653344800","Millstone township","Heath township","","",1,1,"Elk","Jefferson",15265.8254944037
"0595106400","1255110400","Morris township","Morris township","","",1,1,"Greene","Washington",15260.1331550109
"0813740800","1174313600","Jackson township","Liberty township","","",1,1,"Lycoming","Tioga",15234.8972469094
"0614434400","0616216000","Logan township","Porter township","","",1,1,"Huntingdon","Huntingdon",15199.0802834864
"0411127200","0415521600","Carlisle borough","North Middleton township","","",1,1,"Cumberland","Cumberland",15183.6014800225
"0137162400","0618110400","Snyder township","Warriors Mark township","","",1,1,"Blair","Huntingdon",15163.6487594311
"1110040400","1112316800","Addison township","Elk Lick township","","",1,1,"Somerset","Somerset",15160.8174072456
"0271513600","0277380800","College township","State College borough","","",1,1,"Centre","Centre",15094.8501909664
"0553172000","0556320000","Guilford township","Quincy township","","",1,1,"Franklin","Franklin",15062.4270063505
"0274936000","0354433600","Miles township","Logan township","","",1,1,"Centre","Clinton",15058.8922204196
"0596451200","1258300000","Richhill township","West Finley township","","",1,1,"Greene","Washington",15052.4658912195
"0436674400","0757837600","Rush township","Union township","","",1,1,"Dauphin","Lebanon",15029.8879576826
"1097285600","1098246400","Spring township","West Beaver township","","",1,1,"Snyder","Snyder",15011.1387096316
"1236104000","1237295200","Pittsfield township","Spring Creek township","","",1,1,"Warren","Warren",15010.6927243935
"0011764000","0012770400","Cumberland township","Freedom township","","",1,1,"Adams","Adams",15003.5608747235
"0993744000","0997692000","Jackson township","Toboyne township","","",1,1,"Perry","Perry",14956.3531210538
"0114065600","0114812800","Kutztown borough","Maxatawny township","","",1,1,"Berks","Berks",14934.7987398314
"0890432000","1033097600","Barrett township","Greene township","","",1,1,"Monroe","Pike",14930.369005529
"0695413600","0696343200","Newton township","Ransom township","","",1,1,"Lackawanna","Lackawanna",14917.7833636584
"0331845600","0338644000","Decatur township","Woodward township","","",1,1,"Clearfield","Clearfield",14825.5484290361
"0516764000","1291948000","Saltlick township","Donegal township","","",1,1,"Fayette","Westmoreland",14825.1433004959
"0712301600","0715166400","Elizabethtown borough","Mount Joy township","","",1,2,"Lancaster","Lancaster",14824.084744373
"0631204000","0638447200","Center township","White township","","",1,1,"Indiana","Indiana",14800.0179240077
"0015177600","0017468000","Mount Pleasant township","Straban township","","",1,1,"Adams","Adams",14794.5903010204
"0476479200","0476734400","Ridgway township","St. Marys city","","",1,1,"Elk","Elk",14786.7617314378
"0054645600","0314646400","Madison township","Madison township","","",1,1,"Armstrong","Clarion",14764.3087455921
"0555061600","0558099200","Montgomery township","Warren township","","",1,1,"Franklin","Franklin",14759.3729956882
"0553215200","0554288800","Hamilton township","Letterkenny township","","",1,1,"Franklin","Franklin",14751.2613042761
"1131300000","1131520800","Cherry township","Colley township","","",1,1,"Sullivan","Sullivan",14729.9086700114
"0830257600","0831240800","Annin township","Ceres township","","",1,1,"McKean","McKean",14716.2379363529
"0273147200","0276236000","Gregg township","Potter township","","",1,1,"Centre","Centre",14707.3603414849
"0812743200","0813844800","Franklin township","Jordan township","","",1,1,"Lycoming","Lycoming",14573.1052296923
"1132314400","1132709600","Elkland township","Fox township","","",1,1,"Sullivan","Sullivan",14564.6962759842
"0533424000","0533976000","Hickory township","Kingsley township","","",1,1,"Forest","Forest",14535.8047749073
